Index 		 action 	 reward:
0          	 4          	 0.0       
1          	 1          	 0.0       
2          	 0          	 0.10000000149011612
3          	 2          	 0.0       
4          	 0          	 -0.10000000149011612
5          	 2          	 0.0       
6          	 3          	 -0.10000000149011612
7          	 0          	 0.0       
8          	 4          	 0.0       
9          	 3          	 0.0       
10         	 4          	 0.0       
11         	 0          	 0.0       
12         	 0          	 0.0       
13         	 0          	 0.0       
14         	 4          	 -2.0019531348225428e-06
15         	 3          	 -8.398437057621777e-05
16         	 4          	 -0.0003020019503310323
17         	 0          	 -0.00043398435809649527
18         	 0          	 -0.0005520019331015646
19         	 0          	 -0.0006180175696499646
20         	 4          	 -0.0006680175429210067
21         	 3          	 -0.0007680175476707518
22         	 2          	 -0.0008339843479916453
23         	 0          	 -0.0009680175571702421
24         	 3          	 -0.0010859862668439746
25         	 0          	 -0.0011859863298013806
26         	 0          	 -0.0013359863078221679
27         	 0          	 -0.0014180175494402647
28         	 4          	 -0.0014859862858429551
29         	 3          	 -0.0015359863173216581
30         	 4          	 -0.0016359862638637424
31         	 0          	 -0.0017020019004121423
32         	 4          	 -0.0017859862418845296
33         	 0          	 -0.0018859863048419356
34         	 0          	 -0.0020200195722281933
35         	 0          	 -0.002102001802995801
36         	 0          	 -0.002152001950889826
37         	 3          	 -0.0022200194653123617
38         	 4          	 -0.002270019380375743
39         	 4          	 -0.002335986355319619
40         	 1          	 -0.00242001935839653
41         	 2          	 -0.0024520019069314003
42         	 2          	 -0.002520019421353936
